,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-09-27,2019-12-27,2020-03-27,2020-06-26,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29
Cash & Equivalents,691.26,772.61,732.65,670.08,464.95,553.56,460.86,443.73,559.72,616.39,655.72,736.55,674.6,758.3,774.15,"1,060",835.42,824.37,634.87,886.71,674.55,998.24,631.07,619.21,"1,656","1,025",862.42,837.01,893.28,966.15,"1,014","1,245","1,235","1,102","1,140","1,211","1,223","1,092",926.58,"1,142"
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.13,0,0,0,347.51,540.36,451.41,450.11,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,691.26,772.61,732.65,670.08,464.95,553.56,460.86,443.73,559.72,616.39,655.72,736.55,674.6,758.3,774.15,"1,060",835.42,824.37,634.87,886.71,674.55,998.24,"1,082",619.21,"1,656","1,025","1,210","1,377","1,345","1,416","1,014","1,245","1,235","1,102","1,140","1,211","1,223","1,092",926.58,"1,142"
Cash Growth,-40.73%,-40.36%,-41.69%,-33.74%,-32.74%,-28.35%,-37.10%,-33.78%,20.38%,11.35%,42.28%,65.99%,20.52%,23.02%,18.06%,43.89%,23.84%,8.71%,-17.99%,-16.34%,-19.26%,21.09%,70.46%,-30.17%,145.48%,2.66%,11.80%,122.44%,-18.79%,38.20%,-16.17%,-9.61%,-8.13%,-22.17%,12.45%,-2.72%,-0.98%,-0.92%,-18.76%,-5.69%
Receivables,"2,718","2,736","2,868","2,734","2,700","2,679","2,549","2,424","2,415","2,234","2,116","2,093","2,058","2,086","2,103","3,294","3,421","3,464","2,514","2,682","2,747","2,779","2,840","3,056","3,179","3,154","3,167","3,265","3,302","3,189","3,101","2,993","3,303","3,303","3,405","3,440","3,519","3,559","3,559","3,677"
Other Current Assets,239.3,244.49,291.87,282.19,250.9,241.1,113.08,244.12,98.01,78.02,93.09,94,88.55,95.61,119.49,193.61,200.63,187.98,"1,408","1,330","1,425",698.51,189.36,703.26,332.4,433.84,162.36,144.22,431.61,137.07,176.23,134.17,152.99,148.59,176.13,156.7,165.82,172.9,204.97,156.53
Total Current Assets,"3,649","3,753","3,892","3,686","3,416","3,474","3,123","3,112","3,073","2,929","2,864","2,923","2,821","2,940","2,996","4,547","4,457","4,476","4,557","4,899","4,846","4,476","4,112","4,379","5,167","4,612","4,540","4,787","5,078","4,742","4,292","4,372","4,691","4,554","4,722","4,808","4,908","4,824","4,690","4,975"
"Property, Plant & Equipment",471.9,455.63,456.8,447.14,433.84,421.31,381.24,361.01,343.55,325.13,319.67,314.41,316.08,329.13,349.91,574.03,504.41,471.1,257.86,256.49,268.8,305.27,308.14,308.67,330.51,346.64,896.29,901.03,"1,015","1,027","1,003",891.76,883.28,846.95,823.59,823.12,813.81,815.83,771.42,759.05
Goodwill and Intangibles,"3,397","3,417","3,467","3,461","3,443","3,417","3,402","3,405","3,397","3,413","3,417","3,140","3,182","3,211","3,343","6,642","6,663","6,636","5,369","5,323","5,308","6,065","6,098","6,083","6,286","6,293","6,297","6,524","8,920","8,867","8,763","8,969","9,045","8,801","8,579","8,753","8,746","8,769","8,615","8,690"
Other Long-Term Assets,718.15,707.03,638.25,648.9,638.58,647.15,879.81,737.5,903.26,753.64,759.33,731.97,766.6,764.16,692.02,928.89,977.41,968.95,"2,463","2,467","2,522",795.19,945.18,"1,430","1,351","1,360",621.04,555.62,549.29,572.39,574.74,570.93,563.43,520.08,536.13,534.27,535.19,527.89,539.87,528.16
Total Long-Term Assets,"4,587","4,579","4,562","4,557","4,515","4,485","4,663","4,504","4,644","4,492","4,496","4,187","4,265","4,305","4,385","8,145","8,145","8,076","8,089","8,046","8,099","7,165","7,351","7,822","7,968","7,999","7,815","7,981","10,484","10,467","10,341","10,432","10,492","10,168","9,938","10,110","10,095","10,113","9,927","9,977"
Total Assets,"8,236","8,333","8,454","8,243","7,931","7,959","7,786","7,616","7,717","7,421","7,360","7,110","7,086","7,245","7,381","12,692","12,602","12,552","12,646","12,945","12,946","11,641","11,463","12,201","13,135","12,612","12,354","12,768","15,562","15,209","14,633","14,804","15,183","14,722","14,660","14,918","15,003","14,937","14,617","14,952"
Accounts Payable,321.39,421.13,622.88,532.96,470.82,510.75,566.87,421.21,487.81,479.22,522.43,502.83,468.14,553.74,683.61,947.2,964.28,"1,072",776.19,895.43,828.52,884.99,"1,073","1,033","1,030","1,049","1,062",999.48,914.41,923.27,908.44,816.82,921.37,945.42,966.79,929.75,967.83,"1,091","1,144","1,115"
Deferred Revenue,378.5,366.98,410.68,417.41,343,376.08,309.95,327.03,373.65,297.52,319.46,409.91,389.28,396.82,299.86,637.54,582.36,559.9,442.76,409.76,450.86,506.39,414.21,435.21,416.01,450.33,465.65,530.76,531.15,565.46,542.05,605.8,672.27,661.57,641.71,736.95,723.05,761.57,763.61,945.89
Current Debt,64.18,41.35,36.73,44.33,42.71,38.36,13.36,2.83,2.73,8.94,2.42,2.9,2.94,3.02,3.07,5.45,5.56,8.96,3.17,3.14,0.02,222.69,199.9,199.94,0,0,164.31,164.64,230.07,228.51,225.87,216.35,215.73,207.39,200.59,204,204.13,208.69,213.51,208.31
Other Current Liabilities,"1,219","1,340","1,280","1,244","1,148","1,167","1,091","1,034","1,054","1,021",938.38,834.03,872.86,886.22,939.69,"1,473","1,431","1,455","1,924","1,786","1,909","1,675","1,387","1,164","1,179","1,229","1,250","1,194","1,727","1,526","1,534","1,487","1,955","1,375","1,442","1,371","1,316","1,239","1,302","1,376"
Total Current Liabilities,"1,983","2,170","2,350","2,239","2,005","2,093","1,981","1,785","1,918","1,806","1,783","1,750","1,733","1,840","1,926","3,063","2,983","3,096","3,146","3,095","3,188","3,289","3,074","2,832","2,625","2,728","2,942","2,889","3,403","3,243","3,210","3,126","3,765","3,189","3,251","3,241","3,211","3,300","3,423","3,645"
Long-Term Debt,932.15,789.42,764.08,706.61,712.71,646.39,584.43,621.9,530,479,385.33,387,334.93,282,235,"2,588","2,512","2,336","2,144","2,669","2,842","1,025","1,201","1,415","3,099","2,155","2,412","2,532","4,210","3,860","3,598","3,779","3,885","4,172","3,965","4,042","3,989","3,716","3,357","3,358"
Other Long-Term Liabilities,857.26,840.57,834.08,824.7,805.18,820.5,863.87,838.72,829.42,646.07,861.82,837.67,843.61,838.03,732.28,"1,079","1,081","1,066","1,412","1,341","1,361","1,218","1,419","1,892","1,797","1,843","1,145","1,203","1,906","1,919","1,850","1,799","1,412","1,381","1,340","1,401","1,374","1,348","1,238","1,215"
Total Long-Term Liabilities,"1,789","1,630","1,598","1,531","1,518","1,467","1,448","1,461","1,359","1,125","1,247","1,225","1,179","1,120",967.28,"3,667","3,593","3,403","3,556","4,010","4,202","2,244","2,620","3,307","4,897","3,998","3,557","3,736","6,115","5,779","5,448","5,579","5,297","5,552","5,305","5,443","5,363","5,064","4,594","4,573"
Total Liabilities,"3,772","3,800","3,948","3,770","3,522","3,560","3,429","3,246","3,278","2,932","3,030","2,974","2,912","2,960","2,894","6,730","6,576","6,499","6,701","7,104","7,390","5,533","5,694","6,138","7,522","6,727","6,499","6,624","9,518","9,023","8,658","8,704","9,061","8,742","8,556","8,685","8,575","8,364","8,017","8,217"
Total Debt,996.34,830.77,800.81,750.94,755.43,684.75,597.8,624.73,532.73,487.94,387.75,389.9,337.87,285.02,238.07,"2,593","2,517","2,345","2,147","2,672","2,842","1,248","1,401","1,615","3,099","2,155","2,576","2,697","4,440","4,089","3,824","3,996","4,101","4,379","4,165","4,246","4,193","3,925","3,570","3,566"
Debt Growth,121.01%,86.70%,82.89%,-31.39%,-24.18%,-17.58%,-25.35%,-16.81%,-29.48%,-28.74%,-35.14%,-37.59%,-36.58%,-41.59%,-38.60%,565.14%,645.08%,722.90%,801.97%,3.04%,12.88%,-46.80%,-34.75%,-39.57%,9.08%,72.71%,83.88%,67.02%,43.25%,89.72%,48.43%,48.15%,-7.64%,7.10%,8.92%,6.26%,2.26%,-10.38%,-14.29%,-16.02%
Common Stock,"1,278","1,300","1,306","1,300","1,283","1,260","1,260","1,265","1,272","1,278","1,289","1,328","1,338","1,344","1,360","2,770","2,798","2,812","2,851","2,813","2,705","2,770","2,692","2,739","2,699","2,719","2,728","2,728","2,752","2,777","2,719","2,770","2,796","2,794","2,809","2,799","2,824","2,833","2,861","2,855"
Retained Earnings,"3,461","3,505","3,527","3,540","3,515","3,514","3,496","3,511","3,554","3,600","3,587","3,622","3,612","3,665","3,722","3,729","3,756","3,881","3,810","3,797","3,621","4,054","3,939","4,146","3,809","4,028","4,021","4,249","4,125","4,246","4,016","4,087","4,070","4,082","4,226","4,231","4,393","4,461","4,543","4,605"
Comprehensive Income,-319.51,-303.99,-363.55,-401.5,-428.9,-420.97,-464.76,-470.48,-450.2,-453.26,-610.59,-878.91,-835.01,-783.39,-653.51,-628.99,-617.06,-728.18,-806.7,-856.55,-860.26,-763.59,-916.81,-880.17,-946.32,-911.69,-933.06,-877.54,-868.64,-870.41,-794.44,-787.66,-788.37,-942.51,-975.13,-845.85,-838.04,-772.39,-857.95,-781.59
Shareholders' Equity,"4,419","4,501","4,469","4,438","4,369","4,353","4,292","4,306","4,376","4,425","4,265","4,070","4,115","4,226","4,428","5,869","5,937","5,965","5,854","5,753","5,466","6,060","5,715","6,004","5,562","5,836","5,816","6,099","6,008","6,153","5,940","6,070","6,077","5,933","6,060","6,184","6,380","6,522","6,546","6,678"
Net Cash / Debt,-305.08,-58.15,-68.16,-80.86,-290.48,-131.19,-136.94,-181.01,27,128.45,267.97,346.65,336.73,473.28,536.08,"-1,533.54","-1,681.94","-1,521.07","-1,512.47","-1,785.42","-2,167.01",-249.64,-318.95,-995.63,"-1,443.58","-1,130.36","-1,366.52","-1,319.68","-3,095.21","-2,672.6","-2,809.91","-2,750.68","-2,865.28","-3,276.86","-3,024.81","-3,034.89","-2,970.07","-2,832.41","-2,643.63","-2,423.63"
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-,-,-,1147.38%,268.45%,100.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Working Capital,"1,666","1,583","1,542","1,447","1,411","1,381","1,142","1,327","1,154","1,122","1,082","1,174","1,088","1,100","1,070","1,484","1,474","1,380","1,411","1,804","1,658","1,186","1,038","1,547","2,542","1,884","1,598","1,898","1,675","1,499","1,082","1,246",926.59,"1,365","1,471","1,566","1,696","1,524","1,268","1,331"
Book Value Per Share,33.51,34.03,33.59,34.00,34.05,34.66,34.67,35.13,35.71,36.29,35.13,33.71,33.98,35.09,36.81,48.72,41.90,42.07,41.26,40.44,39.18,44.36,42.17,45.20,41.80,44.85,44.66,47.05,46.19,47.25,45.58,47.07,47.03,46.13,47.49,48.95,50.35,51.41,51.99,52.99
